Time,Temp,Humi,AIQ,Height,Latitude,Longitude
2024-10-28 21:28,33.0,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:28,33.0,39.0,10.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,39.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,39.0,10.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,11.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:29,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:30,32.9,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:33,33.0,38.0,14.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:33,33.0,38.0,14.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:33,33.0,38.0,14.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,14.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,14.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,14.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,14.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:34,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:35,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:36,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,12.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
2024-10-28 21:37,33.0,38.0,13.0,433,26.916974494976014,75.85001155326638
